year,sex,means_of_travel,town_size,age,edu_level,value
2011,Female,motorbike,"Towns 10,000 population and over",5 to 12,primary-school,0
2011,Female,motorbike,"Towns 10,000 population and over",13 to 18,leaving-cert,8
2011,Female,motorbike,"Towns 10,000 population and over",>=19,university,17
2011,Female,motorbike,"Towns 5,000 - 9,999 population",>=15,junior-cert,50
2011,Female,motorbike,"Towns 5,000 - 9,999 population",5 to 12,primary-school,0
2011,Female,motorbike,"Towns 5,000 - 9,999 population",13 to 18,leaving-cert,0
2011,Female,motorbike,"Towns 5,000 - 9,999 population",>=19,university,0
2011,Female,motorbike,"Towns 2,000 - 4,999 population",>=15,junior-cert,37
2011,Female,motorbike,"Towns 2,000 - 4,999 population",5 to 12,primary-school,0
2011,Female,motorbike,"Towns 2,000 - 4,999 population",13 to 18,leaving-cert,1
2011,Female,motorbike,"Towns 2,000 - 4,999 population",>=19,university,5
2011,Female,motorbike,"Towns 1,500 - 1,999 population",>=15,junior-cert,10
2011,Female,motorbike,"Towns 1,500 - 1,999 population",5 to 12,primary-school,0
2011,Female,motorbike,"Towns 1,500 - 1,999 population",13 to 18,leaving-cert,2
2011,Female,motorbike,"Towns 1,500 - 1,999 population",>=19,university,3
2011,Female,motorbike,"Towns 1,000 - 1,499 population",>=15,junior-cert,10
2011,Female,motorbike,"Towns 1,000 - 1,499 population",5 to 12,primary-school,0
2011,Female,motorbike,"Towns 1,000 - 1,499 population",13 to 18,leaving-cert,0
2011,Female,motorbike,"Towns 1,000 - 1,499 population",>=19,university,1
2011,Female,motorbike,Total Towns 500 - 999 population,>=15,junior-cert,19
2011,Female,motorbike,Total Towns 500 - 999 population,5 to 12,primary-school,0
2011,Female,motorbike,Total Towns 500 - 999 population,13 to 18,leaving-cert,3
2011,Female,motorbike,Total Towns 500 - 999 population,>=19,university,0
2011,Female,motorbike,Towns under 500 population but with at least 50 inhabited houses,>=15,junior-cert,20
2011,Female,motorbike,Towns under 500 population but with at least 50 inhabited houses,5 to 12,primary-school,0
2011,Female,motorbike,Towns under 500 population but with at least 50 inhabited houses,13 to 18,leaving-cert,0
2011,Female,motorbike,Towns under 500 population but with at least 50 inhabited houses,>=19,university,2
2011,Female,motorbike,Remainder of country,>=15,junior-cert,261
2011,Female,motorbike,Remainder of country,5 to 12,primary-school,0
2011,Female,motorbike,Remainder of country,13 to 18,leaving-cert,21
2011,Female,motorbike,Remainder of country,>=19,university,31
2011,Female,car,Dublin City and suburbs,>=15,junior-cert,105950
2011,Female,car,Dublin City and suburbs,5 to 12,primary-school,0
2011,Female,car,Dublin City and suburbs,13 to 18,leaving-cert,385
2011,Female,car,Dublin City and suburbs,>=19,university,5258
2011,Female,car,Cork City and suburbs,>=15,junior-cert,22985
2011,Female,car,Cork City and suburbs,5 to 12,primary-school,0
2011,Female,car,Cork City and suburbs,13 to 18,leaving-cert,105
2011,Female,car,Cork City and suburbs,>=19,university,1311
2011,Female,car,Limerick City and suburbs,>=15,junior-cert,9486
2011,Female,car,Limerick City and suburbs,5 to 12,primary-school,0
2011,Female,car,Limerick City and suburbs,13 to 18,leaving-cert,36
2011,Female,car,Limerick City and suburbs,>=19,university,879
2011,Female,car,Galway City and suburbs,>=15,junior-cert,9105
2011,Female,car,Galway City and suburbs,5 to 12,primary-school,0
2011,Female,car,Galway City and suburbs,13 to 18,leaving-cert,18
2011,Female,car,Galway City and suburbs,>=19,university,623
2011,Female,car,Waterford City and suburbs,>=15,junior-cert,5953
2011,Female,car,Waterford City and suburbs,5 to 12,primary-school,0
2011,Female,car,Waterford City and suburbs,13 to 18,leaving-cert,19
2011,Female,car,Waterford City and suburbs,>=19,university,419
2011,Female,car,"Towns 10,000 population and over",>=15,junior-cert,86985
2011,Female,car,"Towns 10,000 population and over",5 to 12,primary-school,0
2011,Female,car,"Towns 10,000 population and over",13 to 18,leaving-cert,273
2011,Female,car,"Towns 10,000 population and over",>=19,university,4249
2011,Female,car,"Towns 5,000 - 9,999 population",>=15,junior-cert,35355
2011,Female,car,"Towns 5,000 - 9,999 population",5 to 12,primary-school,0
2011,Female,car,"Towns 5,000 - 9,999 population",13 to 18,leaving-cert,135
2011,Female,car,"Towns 5,000 - 9,999 population",>=19,university,1742
2011,Female,car,"Towns 2,000 - 4,999 population",>=15,junior-cert,28132
2011,Female,car,"Towns 2,000 - 4,999 population",5 to 12,primary-school,0
2011,Female,car,"Towns 2,000 - 4,999 population",13 to 18,leaving-cert,108
2011,Female,car,"Towns 2,000 - 4,999 population",>=19,university,1406
2011,Female,car,"Towns 1,500 - 1,999 population",>=15,junior-cert,7834
2011,Female,car,"Towns 1,500 - 1,999 population",5 to 12,primary-school,0
2011,Female,car,"Towns 1,500 - 1,999 population",13 to 18,leaving-cert,40
2011,Female,car,"Towns 1,500 - 1,999 population",>=19,university,449
2011,Female,car,"Towns 1,000 - 1,499 population",>=15,junior-cert,11887
2011,Female,car,"Towns 1,000 - 1,499 population",5 to 12,primary-school,0
2011,Female,car,"Towns 1,000 - 1,499 population",13 to 18,leaving-cert,58
2011,Female,car,"Towns 1,000 - 1,499 population",>=19,university,624
2011,Female,car,Total Towns 500 - 999 population,>=15,junior-cert,15663
2011,Female,car,Total Towns 500 - 999 population,5 to 12,primary-school,0
2011,Female,car,Total Towns 500 - 999 population,13 to 18,leaving-cert,99
2011,Female,car,Total Towns 500 - 999 population,>=19,university,898
2011,Female,car,Towns under 500 population but with at least 50 inhabited houses,>=15,junior-cert,15215
2011,Female,car,Towns under 500 population but with at least 50 inhabited houses,5 to 12,primary-school,0
2011,Female,car,Towns under 500 population but with at least 50 inhabited houses,13 to 18,leaving-cert,90
2011,Female,car,Towns under 500 population but with at least 50 inhabited houses,>=19,university,923
2011,Female,car,Remainder of country,>=15,junior-cert,197088
2011,Female,car,Remainder of country,5 to 12,primary-school,0
2011,Female,car,Remainder of country,13 to 18,leaving-cert,1389
2011,Female,car,Remainder of country,>=19,university,10799
2011,Female,carpool,Dublin City and suburbs,>=15,junior-cert,9056
2011,Female,carpool,Dublin City and suburbs,5 to 12,primary-school,23024
2011,Female,carpool,Dublin City and suburbs,13 to 18,leaving-cert,9124
2011,Female,carpool,Dublin City and suburbs,>=19,university,1161
2011,Female,carpool,Cork City and suburbs,>=15,junior-cert,2702
2011,Female,carpool,Cork City and suburbs,5 to 12,primary-school,5517
2011,Female,carpool,Cork City and suburbs,13 to 18,leaving-cert,3381
2011,Female,carpool,Cork City and suburbs,>=19,university,743
2011,Female,carpool,Limerick City and suburbs,>=15,junior-cert,1105
2011,Female,carpool,Limerick City and suburbs,5 to 12,primary-school,2358
2011,Female,carpool,Limerick City and suburbs,13 to 18,leaving-cert,1347
2011,Female,carpool,Limerick City and suburbs,>=19,university,292
2011,Female,carpool,Galway City and suburbs,>=15,junior-cert,1046
2011,Female,carpool,Galway City and suburbs,5 to 12,primary-school,2108
2011,Female,carpool,Galway City and suburbs,13 to 18,leaving-cert,962
2011,Female,carpool,Galway City and suburbs,>=19,university,276
2011,Female,carpool,Waterford City and suburbs,>=15,junior-cert,869
2011,Female,carpool,Waterford City and suburbs,5 to 12,primary-school,1709
2011,Female,carpool,Waterford City and suburbs,13 to 18,leaving-cert,858
2011,Female,carpool,Waterford City and suburbs,>=19,university,180
2011,Female,carpool,"Towns 10,000 population and over",>=15,junior-cert,9347
2011,Female,carpool,"Towns 10,000 population and over",5 to 12,primary-school,23751
2011,Female,carpool,"Towns 10,000 population and over",13 to 18,leaving-cert,10662
2011,Female,carpool,"Towns 10,000 population and over",>=19,university,1380
2011,Female,carpool,"Towns 5,000 - 9,999 population",>=15,junior-cert,3508
2011,Female,carpool,"Towns 5,000 - 9,999 population",5 to 12,primary-school,9219
2011,Female,carpool,"Towns 5,000 - 9,999 population",13 to 18,leaving-cert,3910
2011,Female,carpool,"Towns 5,000 - 9,999 population",>=19,university,497
2011,Female,carpool,"Towns 2,000 - 4,999 population",>=15,junior-cert,2501
2011,Female,carpool,"Towns 2,000 - 4,999 population",5 to 12,primary-school,6963
2011,Female,carpool,"Towns 2,000 - 4,999 population",13 to 18,leaving-cert,2942
2011,Female,carpool,"Towns 2,000 - 4,999 population",>=19,university,368
2011,Female,carpool,"Towns 1,500 - 1,999 population",>=15,junior-cert,635
2011,Female,carpool,"Towns 1,500 - 1,999 population",5 to 12,primary-school,2116
2011,Female,carpool,"Towns 1,500 - 1,999 population",13 to 18,leaving-cert,769
2011,Female,carpool,"Towns 1,500 - 1,999 population",>=19,university,150
2011,Female,carpool,"Towns 1,000 - 1,499 population",>=15,junior-cert,952
2011,Female,carpool,"Towns 1,000 - 1,499 population",5 to 12,primary-school,3017
2011,Female,carpool,"Towns 1,000 - 1,499 population",13 to 18,leaving-cert,1105
2011,Female,carpool,"Towns 1,000 - 1,499 population",>=19,university,185
2011,Female,carpool,Total Towns 500 - 999 population,>=15,junior-cert,1180
2011,Female,carpool,Total Towns 500 - 999 population,5 to 12,primary-school,3819
2011,Female,carpool,Total Towns 500 - 999 population,13 to 18,leaving-cert,1512
2011,Female,carpool,Total Towns 500 - 999 population,>=19,university,246
2011,Female,carpool,Towns under 500 population but with at least 50 inhabited houses,>=15,junior-cert,968
2011,Female,carpool,Towns under 500 population but with at least 50 inhabited houses,5 to 12,primary-school,3538
2011,Female,carpool,Towns under 500 population but with at least 50 inhabited houses,13 to 18,leaving-cert,1361
2011,Female,carpool,Towns under 500 population but with at least 50 inhabited houses,>=19,university,245
2011,Female,carpool,Remainder of country,>=15,junior-cert,9477
2011,Female,carpool,Remainder of country,5 to 12,primary-school,58754
2011,Female,carpool,Remainder of country,13 to 18,leaving-cert,26824
2011,Female,carpool,Remainder of country,>=19,university,3072
2011,Female,truck,Dublin City and suburbs,>=15,junior-cert,311
2011,Female,truck,Dublin City and suburbs,5 to 12,primary-school,54
2011,Female,truck,Dublin City and suburbs,13 to 18,leaving-cert,24
2011,Female,truck,Dublin City and suburbs,>=19,university,13
2011,Female,truck,Cork City and suburbs,>=15,junior-cert,90
2011,Female,truck,Cork City and suburbs,5 to 12,primary-school,12
2011,Female,truck,Cork City and suburbs,13 to 18,leaving-cert,8
2011,Female,truck,Cork City and suburbs,>=19,university,1
2011,Female,truck,Limerick City and suburbs,>=15,junior-cert,30
2011,Female,truck,Limerick City and suburbs,5 to 12,primary-school,5
2011,Female,truck,Limerick City and suburbs,13 to 18,leaving-cert,1
2011,Female,truck,Limerick City and suburbs,>=19,university,6
2011,Female,truck,Galway City and suburbs,>=15,junior-cert,41
2011,Female,truck,Galway City and suburbs,5 to 12,primary-school,6
2011,Female,truck,Galway City and suburbs,13 to 18,leaving-cert,5
2011,Female,truck,Galway City and suburbs,>=19,university,2
2011,Female,truck,Waterford City and suburbs,>=15,junior-cert,21
2011,Female,truck,Waterford City and suburbs,5 to 12,primary-school,3
2011,Female,truck,Waterford City and suburbs,13 to 18,leaving-cert,4
2011,Female,truck,Waterford City and suburbs,>=19,university,2
2011,Female,truck,"Towns 10,000 population and over",>=15,junior-cert,309
2011,Female,truck,"Towns 10,000 population and over",5 to 12,primary-school,65
2011,Female,truck,"Towns 10,000 population and over",13 to 18,leaving-cert,49
2011,Female,truck,"Towns 10,000 population and over",>=19,university,5
2011,Female,truck,"Towns 5,000 - 9,999 population",>=15,junior-cert,164
2011,Female,truck,"Towns 5,000 - 9,999 population",5 to 12,primary-school,29
2011,Female,truck,"Towns 5,000 - 9,999 population",13 to 18,leaving-cert,20
2011,Female,truck,"Towns 5,000 - 9,999 population",>=19,university,3
2011,Female,truck,"Towns 2,000 - 4,999 population",>=15,junior-cert,156
2011,Female,truck,"Towns 2,000 - 4,999 population",5 to 12,primary-school,18
2011,Female,truck,"Towns 2,000 - 4,999 population",13 to 18,leaving-cert,11
2011,Female,truck,"Towns 2,000 - 4,999 population",>=19,university,5
2011,Female,truck,"Towns 1,500 - 1,999 population",>=15,junior-cert,56
2011,Female,truck,"Towns 1,500 - 1,999 population",5 to 12,primary-school,9
2011,Female,truck,"Towns 1,500 - 1,999 population",13 to 18,leaving-cert,1
2011,Female,truck,"Towns 1,500 - 1,999 population",>=19,university,1
2011,Female,truck,"Towns 1,000 - 1,499 population",>=15,junior-cert,60
2011,Female,truck,"Towns 1,000 - 1,499 population",5 to 12,primary-school,7
2011,Female,truck,"Towns 1,000 - 1,499 population",13 to 18,leaving-cert,4
2011,Female,truck,"Towns 1,000 - 1,499 population",>=19,university,3
2011,Female,truck,Total Towns 500 - 999 population,>=15,junior-cert,74
2011,Female,truck,Total Towns 500 - 999 population,5 to 12,primary-school,6
2011,Female,truck,Total Towns 500 - 999 population,13 to 18,leaving-cert,10
2011,Female,truck,Total Towns 500 - 999 population,>=19,university,3
2011,Female,truck,Towns under 500 population but with at least 50 inhabited houses,>=15,junior-cert,91
2011,Female,truck,Towns under 500 population but with at least 50 inhabited houses,5 to 12,primary-school,7
2011,Female,truck,Towns under 500 population but with at least 50 inhabited houses,13 to 18,leaving-cert,4
2011,Female,truck,Towns under 500 population but with at least 50 inhabited houses,>=19,university,4
2011,Female,truck,Remainder of country,>=15,junior-cert,1323
2011,Female,truck,Remainder of country,5 to 12,primary-school,189
2011,Female,truck,Remainder of country,13 to 18,leaving-cert,123
2011,Female,truck,Remainder of country,>=19,university,46
2011,Female,truck,Dublin City and suburbs,>=15,junior-cert,81
2011,Female,truck,Dublin City and suburbs,5 to 12,primary-school,16
2011,Female,truck,Dublin City and suburbs,13 to 18,leaving-cert,5
2011,Female,truck,Dublin City and suburbs,>=19,university,10
2011,Female,truck,Cork City and suburbs,>=15,junior-cert,17
2011,Female,truck,Cork City and suburbs,5 to 12,primary-school,1
2011,Female,truck,Cork City and suburbs,13 to 18,leaving-cert,4
2011,Female,truck,Cork City and suburbs,>=19,university,2
2011,Female,truck,Limerick City and suburbs,>=15,junior-cert,8
2011,Female,truck,Limerick City and suburbs,5 to 12,primary-school,1
2011,Female,truck,Limerick City and suburbs,13 to 18,leaving-cert,0
2011,Female,truck,Limerick City and suburbs,>=19,university,0
2011,Female,truck,Galway City and suburbs,>=15,junior-cert,8
2011,Female,truck,Galway City and suburbs,5 to 12,primary-school,2
2011,Female,truck,Galway City and suburbs,13 to 18,leaving-cert,0
2011,Female,truck,Galway City and suburbs,>=19,university,0
2011,Female,truck,Waterford City and suburbs,>=15,junior-cert,5
2011,Female,truck,Waterford City and suburbs,5 to 12,primary-school,0
2011,Female,truck,Waterford City and suburbs,13 to 18,leaving-cert,0
2011,Female,truck,Waterford City and suburbs,>=19,university,1
2011,Female,truck,"Towns 10,000 population and over",>=15,junior-cert,92
2011,Female,truck,"Towns 10,000 population and over",5 to 12,primary-school,12
2011,Female,truck,"Towns 10,000 population and over",13 to 18,leaving-cert,3
2011,Female,truck,"Towns 10,000 population and over",>=19,university,3
2011,Female,truck,"Towns 5,000 - 9,999 population",>=15,junior-cert,11
2011,Female,truck,"Towns 5,000 - 9,999 population",5 to 12,primary-school,8
2011,Female,truck,"Towns 5,000 - 9,999 population",13 to 18,leaving-cert,0
2011,Female,truck,"Towns 5,000 - 9,999 population",>=19,university,2
2011,Female,truck,"Towns 2,000 - 4,999 population",>=15,junior-cert,21
2011,Female,truck,"Towns 2,000 - 4,999 population",5 to 12,primary-school,3
2011,Female,truck,"Towns 2,000 - 4,999 population",13 to 18,leaving-cert,0
2011,Female,truck,"Towns 2,000 - 4,999 population",>=19,university,1
2011,Female,truck,"Towns 1,500 - 1,999 population",>=15,junior-cert,8
2011,Female,truck,"Towns 1,500 - 1,999 population",5 to 12,primary-school,0
2011,Female,truck,"Towns 1,500 - 1,999 population",13 to 18,leaving-cert,0
2011,Female,truck,"Towns 1,500 - 1,999 population",>=19,university,0
2011,Female,truck,"Towns 1,000 - 1,499 population",>=15,junior-cert,7
2011,Female,truck,"Towns 1,000 - 1,499 population",5 to 12,primary-school,1
2011,Female,truck,"Towns 1,000 - 1,499 population",13 to 18,leaving-cert,0
2011,Female,truck,"Towns 1,000 - 1,499 population",>=19,university,0
2011,Female,truck,Total Towns 500 - 999 population,>=15,junior-cert,10
2011,Female,truck,Total Towns 500 - 999 population,5 to 12,primary-school,2
2011,Female,truck,Total Towns 500 - 999 population,13 to 18,leaving-cert,0
2011,Female,truck,Total Towns 500 - 999 population,>=19,university,0
2011,Female,truck,Towns under 500 population but with at least 50 inhabited houses,>=15,junior-cert,9
2011,Female,truck,Towns under 500 population but with at least 50 inhabited houses,5 to 12,primary-school,3
2011,Female,truck,Towns under 500 population but with at least 50 inhabited houses,13 to 18,leaving-cert,0
2011,Female,truck,Towns under 500 population but with at least 50 inhabited houses,>=19,university,5
2011,Female,truck,Remainder of country,>=15,junior-cert,184
2011,Female,truck,Remainder of country,5 to 12,primary-school,31
2011,Female,truck,Remainder of country,13 to 18,leaving-cert,23
2011,Female,truck,Remainder of country,>=19,university,10
2011,Female,remote,Dublin City and suburbs,>=15,junior-cert,4446
2011,Female,remote,Dublin City and suburbs,5 to 12,primary-school,22
2011,Female,remote,Dublin City and suburbs,13 to 18,leaving-cert,20
2011,Female,remote,Dublin City and suburbs,>=19,university,98
2011,Female,remote,Cork City and suburbs,>=15,junior-cert,627
2011,Female,remote,Cork City and suburbs,5 to 12,primary-school,7
2011,Female,remote,Cork City and suburbs,13 to 18,leaving-cert,3
2011,Female,remote,Cork City and suburbs,>=19,university,17
2011,Female,remote,Limerick City and suburbs,>=15,junior-cert,273
2011,Female,remote,Limerick City and suburbs,5 to 12,primary-school,0
2011,Female,remote,Limerick City and suburbs,13 to 18,leaving-cert,3
2011,Female,remote,Limerick City and suburbs,>=19,university,13
2011,Female,remote,Galway City and suburbs,>=15,junior-cert,308
2011,Female,remote,Galway City and suburbs,5 to 12,primary-school,1
2011,Female,remote,Galway City and suburbs,13 to 18,leaving-cert,2
2011,Female,remote,Galway City and suburbs,>=19,university,10
2011,Female,remote,Waterford City and suburbs,>=15,junior-cert,132
2011,Female,remote,Waterford City and suburbs,5 to 12,primary-school,1
2011,Female,remote,Waterford City and suburbs,13 to 18,leaving-cert,3
2011,Female,remote,Waterford City and suburbs,>=19,university,5
2011,Female,remote,"Towns 10,000 population and over",>=15,junior-cert,2783
2011,Female,remote,"Towns 10,000 population and over",5 to 12,primary-school,21
2011,Female,remote,"Towns 10,000 population and over",13 to 18,leaving-cert,17
2011,Female,remote,"Towns 10,000 population and over",>=19,university,44
2011,Female,remote,"Towns 5,000 - 9,999 population",>=15,junior-cert,1162
2011,Female,remote,"Towns 5,000 - 9,999 population",5 to 12,primary-school,5
2011,Female,remote,"Towns 5,000 - 9,999 population",13 to 18,leaving-cert,6
2011,Female,remote,"Towns 5,000 - 9,999 population",>=19,university,17
2011,Female,remote,"Towns 2,000 - 4,999 population",>=15,junior-cert,1039
2011,Female,remote,"Towns 2,000 - 4,999 population",5 to 12,primary-school,7
2011,Female,remote,"Towns 2,000 - 4,999 population",13 to 18,leaving-cert,6
2011,Female,remote,"Towns 2,000 - 4,999 population",>=19,university,14
2011,Female,remote,"Towns 1,500 - 1,999 population",>=15,junior-cert,347
2011,Female,remote,"Towns 1,500 - 1,999 population",5 to 12,primary-school,2
2011,Female,remote,"Towns 1,500 - 1,999 population",13 to 18,leaving-cert,0
2011,Female,remote,"Towns 1,500 - 1,999 population",>=19,university,5
2011,Female,remote,"Towns 1,000 - 1,499 population",>=15,junior-cert,453
2011,Female,remote,"Towns 1,000 - 1,499 population",5 to 12,primary-school,2
2011,Female,remote,"Towns 1,000 - 1,499 population",13 to 18,leaving-cert,0
2011,Female,remote,"Towns 1,000 - 1,499 population",>=19,university,1
2011,Female,remote,Total Towns 500 - 999 population,>=15,junior-cert,780
2011,Female,remote,Total Towns 500 - 999 population,5 to 12,primary-school,2
2011,Female,remote,Total Towns 500 - 999 population,13 to 18,leaving-cert,3
2011,Female,remote,Total Towns 500 - 999 population,>=19,university,12
2011,Female,remote,Towns under 500 population but with at least 50 inhabited houses,>=15,junior-cert,713
2011,Female,remote,Towns under 500 population but with at least 50 inhabited houses,5 to 12,primary-school,6
2011,Female,remote,Towns under 500 population but with at least 50 inhabited houses,13 to 18,leaving-cert,4
2011,Female,remote,Towns under 500 population but with at least 50 inhabited houses,>=19,university,11
2011,Female,remote,Remainder of country,>=15,junior-cert,10985
2011,Female,remote,Remainder of country,5 to 12,primary-school,53
2011,Female,remote,Remainder of country,13 to 18,leaving-cert,41
2011,Female,remote,Remainder of country,>=19,university,106
2011,Female,na,Dublin City and suburbs,>=15,junior-cert,7686
2011,Female,na,Dublin City and suburbs,5 to 12,primary-school,2086
2011,Female,na,Dublin City and suburbs,13 to 18,leaving-cert,696
2011,Female,na,Dublin City and suburbs,>=19,university,1053
2011,Female,na,Cork City and suburbs,>=15,junior-cert,1213
2011,Female,na,Cork City and suburbs,5 to 12,primary-school,403
2011,Female,na,Cork City and suburbs,13 to 18,leaving-cert,128
2011,Female,na,Cork City and suburbs,>=19,university,133
2011,Female,na,Limerick City and suburbs,>=15,junior-cert,565
2011,Female,na,Limerick City and suburbs,5 to 12,primary-school,221
2011,Female,na,Limerick City and suburbs,13 to 18,leaving-cert,59
2011,Female,na,Limerick City and suburbs,>=19,university,99
2011,Female,na,Galway City and suburbs,>=15,junior-cert,558
2011,Female,na,Galway City and suburbs,5 to 12,primary-school,169
2011,Female,na,Galway City and suburbs,13 to 18,leaving-cert,58
2011,Female,na,Galway City and suburbs,>=19,university,129
2011,Female,na,Waterford City and suburbs,>=15,junior-cert,358
2011,Female,na,Waterford City and suburbs,5 to 12,primary-school,163
2011,Female,na,Waterford City and suburbs,13 to 18,leaving-cert,34
2011,Female,na,Waterford City and suburbs,>=19,university,53
2011,Female,na,"Towns 10,000 population and over",>=15,junior-cert,4122
2011,Female,na,"Towns 10,000 population and over",5 to 12,primary-school,1624
2011,Female,na,"Towns 10,000 population and over",13 to 18,leaving-cert,500
2011,Female,na,"Towns 10,000 population and over",>=19,university,485
2011,Female,na,"Towns 5,000 - 9,999 population",>=15,junior-cert,1613
2011,Female,na,"Towns 5,000 - 9,999 population",5 to 12,primary-school,640
2011,Female,na,"Towns 5,000 - 9,999 population",13 to 18,leaving-cert,167
2011,Female,na,"Towns 5,000 - 9,999 population",>=19,university,196
2011,Female,na,"Towns 2,000 - 4,999 population",>=15,junior-cert,1388
2011,Female,na,"Towns 2,000 - 4,999 population",5 to 12,primary-school,516
2011,Female,na,"Towns 2,000 - 4,999 population",13 to 18,leaving-cert,146
2011,Female,na,"Towns 2,000 - 4,999 population",>=19,university,145
2011,Female,na,"Towns 1,500 - 1,999 population",>=15,junior-cert,377
2011,Female,na,"Towns 1,500 - 1,999 population",5 to 12,primary-school,145
2011,Female,na,"Towns 1,500 - 1,999 population",13 to 18,leaving-cert,56
2011,Female,na,"Towns 1,500 - 1,999 population",>=19,university,28
2011,Female,na,"Towns 1,000 - 1,499 population",>=15,junior-cert,517
2011,Female,na,"Towns 1,000 - 1,499 population",5 to 12,primary-school,179
2011,Female,na,"Towns 1,000 - 1,499 population",13 to 18,leaving-cert,56
2011,Female,na,"Towns 1,000 - 1,499 population",>=19,university,36
2011,Female,na,Total Towns 500 - 999 population,>=15,junior-cert,705
2011,Female,na,Total Towns 500 - 999 population,5 to 12,primary-school,238
2011,Female,na,Total Towns 500 - 999 population,13 to 18,leaving-cert,69
2011,Female,na,Total Towns 500 - 999 population,>=19,university,68
2011,Female,na,Towns under 500 population but with at least 50 inhabited houses,>=15,junior-cert,683
2011,Female,na,Towns under 500 population but with at least 50 inhabited houses,5 to 12,primary-school,219
2011,Female,na,Towns under 500 population but with at least 50 inhabited houses,13 to 18,leaving-cert,55
2011,Female,na,Towns under 500 population but with at least 50 inhabited houses,>=19,university,66
2011,Female,na,Remainder of country,>=15,junior-cert,8408
2011,Female,na,Remainder of country,5 to 12,primary-school,1939
2011,Female,na,Remainder of country,13 to 18,leaving-cert,641
2011,Female,na,Remainder of country,>=19,university,657
2016,Male,walking,Dublin City and suburbs,>=15,junior-cert,29346
2016,Male,walking,Dublin City and suburbs,5 to 12,primary-school,23274
2016,Male,walking,Dublin City and suburbs,13 to 18,leaving-cert,11644
2016,Male,walking,Dublin City and suburbs,>=19,university,6023
2016,Male,walking,Cork City and suburbs,>=15,junior-cert,5141
2016,Male,walking,Cork City and suburbs,5 to 12,primary-school,2792
2016,Male,walking,Cork City and suburbs,13 to 18,leaving-cert,1771
2016,Male,walking,Cork City and suburbs,>=19,university,2397
2016,Male,walking,Limerick City and suburbs,>=15,junior-cert,2423
2016,Male,walking,Limerick City and suburbs,5 to 12,primary-school,1553
2016,Male,walking,Limerick City and suburbs,13 to 18,leaving-cert,931
2016,Male,walking,Limerick City and suburbs,>=19,university,1187
2016,Male,walking,Galway City and suburbs,>=15,junior-cert,2433
2016,Male,walking,Galway City and suburbs,5 to 12,primary-school,725
2016,Male,walking,Galway City and suburbs,13 to 18,leaving-cert,434
2016,Male,walking,Galway City and suburbs,>=19,university,1607
2016,Male,walking,Waterford City and suburbs,>=15,junior-cert,1210
2016,Male,walking,Waterford City and suburbs,5 to 12,primary-school,592
2016,Male,walking,Waterford City and suburbs,13 to 18,leaving-cert,518
2016,Male,walking,Waterford City and suburbs,>=19,university,513
2016,Male,walking,"Towns 10,000 population and over",>=15,junior-cert,14249
2016,Male,walking,"Towns 10,000 population and over",5 to 12,primary-school,13759
2016,Male,walking,"Towns 10,000 population and over",13 to 18,leaving-cert,10189
2016,Male,walking,"Towns 10,000 population and over",>=19,university,3812
2016,Male,walking,"Towns 5,000 - 9,999 population",>=15,junior-cert,4943
2016,Male,walking,"Towns 5,000 - 9,999 population",5 to 12,primary-school,5865
2016,Male,walking,"Towns 5,000 - 9,999 population",13 to 18,leaving-cert,4604
2016,Male,walking,"Towns 5,000 - 9,999 population",>=19,university,684
2016,Male,walking,"Towns 2,000 - 4,999 population",>=15,junior-cert,3905
2016,Male,walking,"Towns 2,000 - 4,999 population",5 to 12,primary-school,4698
2016,Male,walking,"Towns 2,000 - 4,999 population",13 to 18,leaving-cert,3181
2016,Male,walking,"Towns 2,000 - 4,999 population",>=19,university,551
2016,Male,walking,"Towns 1,500 - 1,999 population",>=15,junior-cert,1201
2016,Male,walking,"Towns 1,500 - 1,999 population",5 to 12,primary-school,1514
2016,Male,walking,"Towns 1,500 - 1,999 population",13 to 18,leaving-cert,666
2016,Male,walking,"Towns 1,500 - 1,999 population",>=19,university,188
2016,Male,walking,"Towns 1,000 - 1,499 population",>=15,junior-cert,1355
2016,Male,walking,"Towns 1,000 - 1,499 population",5 to 12,primary-school,1868
2016,Male,walking,"Towns 1,000 - 1,499 population",13 to 18,leaving-cert,999
2016,Male,walking,"Towns 1,000 - 1,499 population",>=19,university,214
2016,Male,walking,Total Towns 500 - 999 population,>=15,junior-cert,1501
2016,Male,walking,Total Towns 500 - 999 population,5 to 12,primary-school,2975
2016,Male,walking,Total Towns 500 - 999 population,13 to 18,leaving-cert,747
2016,Male,walking,Total Towns 500 - 999 population,>=19,university,324
2016,Male,walking,Towns under 500 population but with at least 50 inhabited houses,>=15,junior-cert,1263
2016,Male,walking,Towns under 500 population but with at least 50 inhabited houses,5 to 12,primary-school,2298
2016,Male,walking,Towns under 500 population but with at least 50 inhabited houses,13 to 18,leaving-cert,280
2016,Male,walking,Towns under 500 population but with at least 50 inhabited houses,>=19,university,305
2016,Male,walking,Remainder of country,>=15,junior-cert,10596
2016,Male,walking,Remainder of country,5 to 12,primary-school,2851
2016,Male,walking,Remainder of country,13 to 18,leaving-cert,1650
2016,Male,walking,Remainder of country,>=19,university,4679
2016,Male,bike,Dublin City and suburbs,>=15,junior-cert,27923
2016,Male,bike,Dublin City and suburbs,5 to 12,primary-school,2421
2016,Male,bike,Dublin City and suburbs,13 to 18,leaving-cert,4356
