"id" "sex" "age" "marital" "child" "educ" "source" "smoke" "smokenum" "op1" "op2" "op3" "op4" "op5" "op6" "mast1" "mast2" "mast3" "mast4" "mast5" "mast6" "mast7" "pn1" "pn2" "pn3" "pn4" "pn5" "pn6" "pn7" "pn8" "pn9" "pn10" "pn11" "pn12" "pn13" "pn14" "pn15" "pn16" "pn17" "pn18" "pn19" "pn20" "lifsat1" "lifsat2" "lifsat3" "lifsat4" "lifsat5" "pss1" "pss2" "pss3" "pss4" "pss5" "pss6" "pss7" "pss8" "pss9" "pss10" "sest1" "sest2" "sest3" "sest4" "sest5" "sest6" "sest7" "sest8" "sest9" "sest10" "m1" "m2" "m3" "m4" "m5" "m6" "m7" "m8" "m9" "m10" "pc1" "pc2" "pc3" "pc4" "pc5" "pc6" "pc7" "pc8" "pc9" "pc10" "pc11" "pc12" "pc13" "pc14" "pc15" "pc16" "pc17" "pc18" "rop2" "rop4" "rop6" "rmast1" "rmast3" "rmast4" "rmast6" "rmast7" "rpss4" "rpss5" "rpss7" "rpss8" "rsest3" "rsest5" "rsest7" "rsest9" "rsest10" "rpc1" "rpc2" "rpc7" "rpc11" "rpc15" "rpc16" "toptim" "tmast" "tposaff" "tnegaff" "tlifesat" "tpstress" "tslfest" "tmarlow" "tpcoiss" "agegp3" "agegp5" "educrec" "lg10negaff" "mah_1" "coo_1" "mah_2"
"220" 293 "MALES" 34 "MARRIED FIRST TIME" "YES" "SOME ADDITIONAL TRAINING" "WORK" "YES" 20 3 1 4 1 5 4 1 4 1 1 4 1 3 5 3 2 4 2 5 4 2 4 1 3 4 4 2 5 2 4 4 2 1 5 4 4 4 3 3 3 4 3 5 2 4 4 4 2 4 4 1 4 1 4 1 4 2 1 1 1 1 0 0 1 0 1 0 0 2 3 5 4 4 4 2 3 4 4 2 4 3 4 2 2 4 4 5 5 2 4 4 4 4 2 3 1 2 2 4 4 4 3 4 4 3 4 4 4 4 24 26 43 20 20 26 39 5 70 "30 - 44" "33 - 40" "some additional training" 1.30102999566398 1.20925943259505 0.0012176482703918 1.95958550884672
"221" 292 "FEMALES" 33 "MARRIED FIRST TIME" "YES" "COMPLETED HIGHSCHOOL" "CHILDREN" "YES" 70 4 3 5 1 1 5 2 3 2 3 3 4 4 3 2 2 4 2 2 2 2 2 2 3 2 2 2 3 2 2 2 4 4 4 5 6 6 6 4 3 3 3 3 3 3 3 4 3 3 3 1 3 1 2 4 2 3 3 1 1 1 1 1 0 1 1 0 0 4 4 2 2 2 1 2 2 4 3 3 2 2 1 4 4 2 3 3 5 1 3 3 2 1 1 3 3 3 3 4 4 1 2 2 2 2 4 3 2 2 19 16 24 25 27 32 26 7 41 "30 - 44" "33 - 40" "completed high school" 1.39794000867204 3.17431252940064 0.00057531631434164 1.95906209733182
"222" 536 "FEMALES" 24 "MARRIED FIRST TIME" "NO" "SOME ADDITIONAL TRAINING" "WORK" "NO" 0 5 1 5 1 4 4 1 4 2 2 4 1 1 4 1 1 3 1 4 4 1 2 1 1 3 3 1 5 1 4 4 1 1 7 7 7 7 7 1 1 3 4 4 2 3 4 2 2 4 4 1 4 1 4 2 4 1 1 0 1 1 1 1 1 1 0 0 0 3 2 3 2 2 4 2 4 3 3 2 3 4 4 2 2 4 4 5 5 2 4 3 3 4 4 2 2 3 2 4 4 3 4 4 3 4 4 4 4 4 26 26 36 10 35 20 39 6 63 "18 - 29" "18 - 24" "some additional training" 1 1.31417610205586 0.00134613526517525 1.93352203493918
"223" 214 "MALES" 56 "MARRIED FIRST TIME" "NO" "SOME SECONDARY" "MONEY/FINANCES" "NO" NA 3 3 4 2 4 4 2 4 1 1 3 1 2 3 2 1 4 1 3 3 2 3 2 2 3 3 1 4 1 4 3 2 2 6 6 6 6 6 2 2 2 4 4 2 4 4 3 1 4 4 1 4 1 3 2 3 2 1 1 1 1 0 0 0 0 1 0 0 3 3 4 4 4 2 2 2 4 4 1 2 4 2 2 2 2 3 3 4 2 3 4 4 4 3 2 2 2 2 4 4 3 3 4 3 3 4 5 4 4 20 25 33 16 30 20 36 4 60 "45+" "50+" "did not complete high school" 1.20411998265592 0.976323158284673 0.00198272408662377 1.92288491084124
"224" 402 "FEMALES" 23 "SINGLE" "YES" "COMPLETED UNDERGRADUATE" "WORK" "NO" NA 4 3 4 2 4 2 2 3 2 2 3 2 2 3 4 1 3 1 3 2 2 3 3 4 1 2 1 2 1 2 3 3 4 5 5 4 6 6 4 2 4 4 5 4 3 4 5 3 4 3 1 3 2 3 1 3 2 1 1 0 1 1 1 0 0 0 0 1 2 3 3 2 4 4 4 2 3 3 3 3 4 4 4 4 3 4 3 4 4 3 3 3 3 3 2 1 3 2 4 3 4 3 4 4 3 2 3 2 2 23 21 24 24 26 30 34 5 55 "18 - 29" "18 - 24" "completed undergrad uni" 1.38021124171161 0.224025165357935 0.000172480601583186 1.9145226986544
"225" 56 "FEMALES" 48 "MARRIED FIRST TIME" "YES" "SOME ADDITIONAL TRAINING" "FAMILY" "NO" 0 3 3 3 3 4 1 3 4 3 4 3 4 4 4 4 2 3 1 5 5 4 3 2 2 2 2 2 4 2 4 3 3 5 4 3 2 3 2 3 4 5 4 3 3 3 4 5 3 4 4 1 4 1 4 4 4 1 1 1 1 1 0 1 0 0 1 0 1 4 3 4 4 4 2 1 4 2 1 1 1 1 1 5 4 1 1 3 3 5 2 2 1 1 1 2 3 3 2 4 4 1 4 4 2 3 5 5 1 2 21 14 35 27 14 33 37 6 44 "45+" "41 - 49" "some additional training" 1.43136376415899 4.01184709150215 0.000494657041992393 1.90697694402695
"226" 105 "MALES" 48 "MARRIED FIRST TIME" "YES" "SOME ADDITIONAL TRAINING" NA "NO" 0 4 2 4 4 4 4 3 3 2 2 3 1 1 4 1 1 4 1 3 4 1 4 1 1 3 3 1 4 1 3 4 1 1 5 5 5 5 4 2 2 2 4 3 1 4 4 4 3 4 4 2 4 1 4 1 3 1 1 0 0 1 0 0 0 1 1 0 1 4 2 4 4 4 3 3 4 4 4 2 3 3 3 4 2 3 3 4 2 2 2 3 3 4 4 2 3 2 2 3 4 4 4 4 2 4 3 4 2 4 20 22 36 10 24 23 38 4 61 "45+" "41 - 49" "some additional training" 1 0.00354172924269811 0.000533435289846997 1.90602738296725
"227" 101 "FEMALES" 25 "LIVING WITH PARTNER" "NO" "COMPLETED HIGHSCHOOL" "WORK" "YES" 140 4 2 4 2 5 2 2 4 2 1 4 2 1 4 2 1 3 1 3 3 2 5 1 2 4 4 1 5 1 4 4 2 2 6 6 6 4 7 2 2 1 4 4 2 4 4 2 2 4 4 1 3 1 4 1 4 4 4 1 1 1 0 0 0 0 1 0 0 2 3 2 4 5 5 3 3 4 3 3 3 3 3 2 2 4 5 4 4 4 3 3 4 3 4 2 2 2 2 4 4 4 1 1 4 3 3 3 4 4 25 25 39 15 29 19 33 4 65 "18 - 29" "25 - 32" "completed high school" 1.17609125905568 0.669487691113568 0.00175846901135763 1.89669304325948
"228" 246 "MALES" 65 "MARRIED FIRST TIME" "YES" "SOME ADDITIONAL TRAINING" "FAMILY" "NO" 0 3 4 4 2 4 3 1 2 3 3 3 2 2 4 1 1 4 1 4 4 1 3 1 1 3 4 1 3 1 4 4 1 1 3 5 5 3 2 2 2 2 4 4 2 4 4 2 2 3 3 3 3 3 3 2 3 2 1 1 1 1 1 1 1 0 0 1 0 2 3 4 4 4 4 3 3 4 4 3 4 4 4 2 2 4 4 2 4 3 4 2 2 3 3 2 2 2 2 2 2 3 3 4 4 3 3 3 4 4 20 19 37 10 18 20 29 7 68 "45+" "50+" "some additional training" 1 1.79633686673237 0.00623542259237977 1.89387105465265
"229" 111 "MALES" 32 "MARRIED FIRST TIME" "YES" "COMPLETED UNDERGRADUATE" "CHILDREN" "NO" 0 3 2 4 2 4 2 2 4 1 2 3 1 2 4 2 1 4 1 4 5 1 5 2 2 4 4 1 4 2 4 5 1 1 6 6 6 6 5 3 2 2 4 4 2 4 5 3 2 3 4 1 4 2 4 1 4 1 2 1 1 1 0 1 1 1 1 0 1 2 3 5 4 5 4 2 4 4 4 1 4 3 4 1 1 4 4 4 4 4 3 4 3 4 3 2 2 2 1 4 3 4 4 3 4 3 4 5 5 5 23 24 43 14 29 21 37 8 75 "30 - 44" "25 - 32" "completed undergrad uni" 1.14612803567824 1.44357886052974 0.000346410039415473 1.89102664005773
"230" 83 "FEMALES" 42 "MARRIED FIRST TIME" "YES" "SOME SECONDARY" "TIME (lack of time, too much to do)" "NO" 0 3 3 3 3 4 4 2 1 1 1 1 1 1 4 1 2 4 1 4 3 2 4 1 2 3 3 2 4 1 4 4 2 1 7 7 7 7 7 1 5 2 5 5 2 4 5 2 2 4 4 1 4 4 4 1 4 1 4 1 1 1 1 1 0 1 1 0 0 4 2 4 5 3 1 4 4 5 4 5 2 4 1 4 4 1 2 3 3 2 3 4 4 4 4 1 1 2 1 4 1 4 4 1 2 4 2 1 2 2 18 21 37 15 35 19 34 7 49 "30 - 44" "41 - 49" "did not complete high school" 1.17609125905568 1.07498383450505 0.00943315386838955 1.88741003604597
"231" 191 "FEMALES" 49 "MARRIED FIRST TIME" "YES" "SOME SECONDARY" "CHILDREN" "NO" 0 3 1 5 1 5 1 2 3 1 1 4 1 2 4 2 1 4 2 4 4 1 4 1 1 3 4 1 4 1 4 4 1 1 6 6 6 6 6 3 3 3 4 4 3 4 4 3 2 4 4 1 4 1 4 1 4 1 1 1 0 1 0 1 0 1 0 0 0 2 2 4 4 4 4 3 4 3 4 3 4 4 4 2 2 4 4 5 5 5 3 4 4 4 3 2 2 2 2 4 4 4 4 4 4 4 3 3 4 4 28 25 39 12 30 25 40 4 69 "45+" "41 - 49" "did not complete high school" 1.07918124604762 0.767841047514124 0.000238202430341056 1.88023120763796
"232" 486 "MALES" 24 "SINGLE" "NO" "COMPLETED HIGHSCHOOL" "WORK" "NO" NA 5 4 4 2 4 3 2 4 2 2 2 2 3 4 3 1 2 2 3 3 2 2 1 2 2 3 1 4 1 2 2 2 1 6 7 5 4 3 4 3 2 4 3 2 3 2 3 3 4 4 1 4 1 3 3 3 2 2 1 1 0 0 1 0 0 0 0 1 2 4 3 4 4 3 2 1 2 4 4 3 3 2 3 3 3 4 2 4 3 3 3 3 3 2 2 3 3 4 4 4 2 3 3 4 2 4 2 3 3 22 20 27 16 25 29 34 4 54 "18 - 29" "18 - 24" "completed high school" 1.20411998265592 0.339205435339703 3.09611407089520e-09 1.86882179601034
"233" 94 "FEMALES" 21 "SINGLE" "NO" "COMPLETED UNDERGRADUATE" "WORK" "NO" 0 4 2 4 2 3 2 2 3 2 2 3 3 4 3 3 1 3 1 4 2 3 3 1 3 2 3 1 2 1 3 2 1 1 3 3 3 3 3 3 3 3 3 3 3 3 3 3 2 4 4 1 3 1 2 2 4 1 2 0 1 1 1 0 0 1 0 0 1 2 2 4 3 4 3 4 3 3 4 4 4 2 3 2 3 4 4 4 4 4 3 3 3 2 1 3 3 3 3 4 4 3 4 3 4 4 2 2 4 3 23 18 27 16 15 29 35 5 60 "18 - 29" "18 - 24" "completed undergrad uni" 1.20411998265592 1.16631993112839 3.40468337514813e-06 1.86882179601034
"234" 89 "MALES" 22 "STEADY RELATIONSHIP" "NO" "COMPLETED UNDERGRADUATE" "WORK" "NO" 0 4 1 4 1 5 1 1 4 1 1 4 1 1 5 5 1 4 1 2 5 1 5 2 3 2 5 1 5 2 4 3 2 1 6 6 6 6 2 4 2 4 5 5 3 4 5 1 2 4 4 1 4 1 4 2 4 1 1 1 1 1 1 1 1 1 1 0 0 2 2 3 2 3 5 1 4 4 4 2 4 2 4 2 2 4 4 5 5 5 4 4 4 4 4 1 1 2 1 4 4 3 4 4 4 4 5 4 4 4 28 28 40 19 26 21 39 8 68 "18 - 29" "18 - 24" "completed undergrad uni" 1.27875360095283 2.52434526946095 4.39505951265845e-05 1.85210691951272
"235" 211 "MALES" 33 "MARRIED FIRST TIME" "YES" "COMPLETED HIGHSCHOOL" "FAMILY" "NO" NA 3 2 4 3 5 3 2 2 2 3 4 1 2 3 2 1 2 1 2 3 2 4 2 3 1 2 1 3 1 4 2 2 1 5 6 5 7 2 3 3 3 4 4 2 4 3 4 2 3 4 1 3 2 3 2 3 3 1 0 1 1 1 0 0 1 1 1 0 2 4 4 3 5 3 3 3 4 4 2 3 4 2 3 2 4 4 4 3 3 3 3 2 4 3 2 2 2 3 4 3 3 2 4 4 2 3 4 3 4 22 21 26 16 25 26 32 6 63 "30 - 44" "33 - 40" "completed high school" 1.20411998265592 0.159081211367148 3.10457048136892e-05 1.85027680469777
"236" 42 "MALES" 50 "REMARRIED" "YES" "POSTGRADUATE COMPLETED" "MONEY/FINANCES" "NO" 0 4 2 4 1 5 1 1 3 1 1 4 2 1 5 4 2 3 1 4 3 3 4 4 3 4 4 2 3 1 4 5 3 1 7 6 6 7 6 2 3 3 4 4 3 3 4 3 2 4 4 1 4 1 4 1 4 4 3 1 1 1 0 0 0 0 0 0 0 3 2 5 5 5 4 1 4 4 4 1 4 3 3 2 1 4 4 4 5 5 4 4 4 3 4 2 2 3 2 4 4 4 1 2 3 4 5 5 4 5 27 26 39 24 32 25 35 3 75 "45+" "50+" "completed postgrad uni" 1.38021124171161 1.70735517130449 0.00139476376851393 1.84340617211606
"237" 515 "FEMALES" 26 "LIVING WITH PARTNER" "NO" "COMPLETED UNDERGRADUATE" "WORK" "NO" 0 5 1 4 2 5 2 1 4 1 1 4 3 3 4 4 3 2 2 4 5 4 4 2 3 1 4 2 3 3 2 2 3 2 5 5 6 6 3 2 3 5 4 4 5 3 3 5 4 4 4 1 4 1 4 2 4 3 3 1 1 0 0 1 0 1 1 0 0 2 4 4 4 4 4 5 2 3 3 2 4 3 2 4 3 2 2 5 4 4 4 4 4 2 2 2 2 3 3 4 4 3 2 2 4 2 1 4 2 3 27 24 31 28 25 34 35 5 53 "18 - 29" "25 - 32" "completed undergrad uni" 1.44715803134222 1.50274679280298 0.00584198011510389 1.83766554367671
"238" 251 "MALES" 45 "MARRIED FIRST TIME" "YES" "SOME ADDITIONAL TRAINING" "WORK" "NO" 0 4 2 4 2 5 1 4 3 2 2 4 2 2 3 3 2 1 2 3 3 2 3 2 2 3 2 1 4 1 3 2 1 1 3 5 4 3 2 2 4 3 3 4 3 3 3 4 3 4 4 3 3 3 4 2 2 2 1 1 0 1 1 0 0 0 1 1 0 2 3 1 3 1 1 2 1 2 2 2 2 2 2 2 4 2 2 4 4 5 1 3 3 3 3 3 2 3 3 2 2 3 3 4 4 3 4 4 4 2 26 20 27 17 17 30 31 5 42 "45+" "41 - 49" "some additional training" 1.23044892137827 2.59767074719749 0.000189348088593637 1.827524347391
"239" 516 "MALES" 40 "MARRIED FIRST TIME" "NO" "COMPLETED HIGHSCHOOL" "WORK" "NO" 0 2 3 4 2 4 4 2 3 2 1 4 3 1 4 2 1 3 1 4 5 2 3 1 1 3 5 1 4 1 3 2 2 1 5 4 5 2 1 2 1 2 4 4 3 3 4 1 1 3 3 1 3 4 3 2 3 2 1 0 1 1 0 1 0 1 1 1 1 2 2 5 4 4 4 3 3 4 4 2 4 3 3 2 4 3 3 3 4 2 3 3 4 2 4 2 2 3 2 4 1 3 3 4 4 4 3 4 4 2 19 23 36 13 17 19 30 7 65 "30 - 44" "33 - 40" "completed high school" 1.11394335230684 0.153433625515119 0.00190249186234403 1.82713685812065
"240" 476 "FEMALES" 61 "MARRIED FIRST TIME" "NO" "SOME SECONDARY" "LIFE IN GENERAL" "YES" NA 5 1 5 1 5 1 4 3 1 2 4 1 1 5 1 1 3 1 4 4 1 3 1 1 4 4 1 3 1 3 3 1 1 5 6 7 7 7 3 3 2 4 3 2 5 4 1 2 4 4 1 4 1 4 1 4 1 1 1 1 1 0 1 0 1 1 0 1 1 1 4 4 4 4 4 5 5 5 5 5 4 5 4 1 4 4 5 5 5 1 4 3 4 4 2 3 1 2 4 4 4 4 4 5 5 2 1 2 5 30 23 36 10 32 21 40 7 73 "45+" "50+" "did not complete high school" 1 1.13617295195346 0.000717127706200724 1.80288737596452
"241" 86 "MALES" 22 "SINGLE" "NO" "COMPLETED UNDERGRADUATE" "WORK" "NO" 0 4 2 4 3 3 4 3 4 2 2 4 1 1 5 1 2 5 1 3 5 1 4 1 2 3 5 3 5 2 4 4 4 2 6 5 5 5 1 1 2 4 4 4 3 3 4 3 2 4 4 1 3 1 4 2 4 2 1 1 1 1 1 1 1 1 1 1 0 2 3 2 4 5 4 4 5 4 4 2 3 3 3 3 2 3 4 4 3 2 2 3 3 4 4 2 2 3 2 4 4 3 3 4 4 3 2 4 3 4 20 24 43 19 22 24 37 9 64 "18 - 29" "18 - 24" "completed undergrad uni" 1.27875360095283 0.31753978925996 3.0892409347622e-05 1.7913735885482
"242" 110 "FEMALES" 27 "SINGLE" "NO" "COMPLETED UNDERGRADUATE" "RELATIONSHIPS" "YES" 50 3 3 4 2 4 4 2 4 1 1 4 1 2 2 4 2 4 1 2 3 2 2 3 3 2 3 2 2 1 2 3 1 2 2 3 3 2 1 3 2 3 3 3 2 4 3 4 2 4 4 1 1 1 3 3 4 2 2 0 1 1 1 1 0 0 0 0 0 2 3 3 3 3 2 3 4 4 4 2 2 2 2 4 4 2 4 3 4 2 3 4 4 4 3 3 3 2 3 4 4 2 3 3 4 3 3 4 2 2 20 26 25 21 11 27 32 4 53 "18 - 29" "25 - 32" "completed undergrad uni" 1.32221929473392 3.08765967296636 0.000448318767827389 1.78853142974786
"243" 80 "FEMALES" 22 "SINGLE" "NO" "COMPLETED HIGHSCHOOL" "TIME (lack of time, too much to do)" "NO" 0 5 1 5 1 5 1 2 2 2 1 1 2 3 4 2 1 4 1 5 4 1 4 1 1 4 3 1 4 1 5 4 1 2 6 7 7 7 7 2 2 3 4 5 2 3 4 2 1 4 4 1 4 1 4 1 4 1 1 1 1 1 0 0 0 0 1 0 0 5 4 3 3 4 4 2 5 2 4 2 4 4 3 1 2 3 4 5 5 5 3 3 4 3 2 2 1 3 2 4 4 4 4 4 1 2 4 4 5 4 30 18 41 12 34 20 40 4 63 "18 - 29" "18 - 24" "completed high school" 1.07918124604762 1.555457482708 0.00832987258615129 1.77671465522461
"244" 433 "FEMALES" 49 "REMARRIED" "YES" "SOME ADDITIONAL TRAINING" "MONEY/FINANCES" "NO" 0 4 2 4 1 4 1 1 4 1 2 4 1 1 4 2 1 4 1 5 5 2 5 2 3 4 3 1 4 1 5 4 1 1 6 6 6 6 6 3 3 3 4 4 2 4 4 2 2 4 4 1 4 1 4 1 4 1 1 1 1 1 1 1 0 0 1 0 1 3 3 4 4 4 4 3 4 4 3 2 4 4 4 2 2 4 4 4 5 5 4 4 3 4 4 2 2 2 2 4 4 4 4 4 3 3 3 4 4 4 26 27 43 15 30 23 40 7 68 "45+" "41 - 49" "some additional training" 1.17609125905568 1.7469777116842 8.42830026567921e-05 1.74175427975821
"245" 220 "MALES" 36 "MARRIED FIRST TIME" "YES" "SOME ADDITIONAL TRAINING" "WORK" "NO" NA 5 2 5 1 5 1 1 4 1 1 4 1 2 5 2 1 4 1 4 4 2 5 2 2 4 4 1 4 1 4 5 3 1 6 6 7 7 7 2 2 3 4 4 2 4 4 3 2 4 4 1 4 1 4 1 4 1 1 1 1 1 1 0 0 0 0 0 0 4 3 4 4 5 2 2 3 4 5 2 4 5 2 4 3 3 4 4 5 5 4 4 4 4 3 2 2 2 2 4 4 4 4 4 2 3 4 4 2 3 29 27 43 16 33 22 40 4 63 "30 - 44" "33 - 40" "some additional training" 1.20411998265592 2.06755338163212 0.000143631856866297 1.73808522465392
"246" 409 "MALES" 46 "MARRIED FIRST TIME" "NO" "COMPLETED UNDERGRADUATE" "WORK" "NO" NA 3 3 3 2 4 3 4 4 4 4 2 2 3 3 4 2 3 2 4 3 2 2 3 3 2 2 2 3 3 2 3 2 2 4 4 4 3 3 4 4 3 3 2 3 3 3 4 3 2 4 2 3 2 3 2 3 2 1 0 1 1 0 1 1 1 0 0 0 3 3 3 2 4 3 3 3 2 3 2 3 3 2 4 4 3 3 3 4 3 1 1 1 3 2 3 4 3 3 3 3 3 3 4 3 3 3 4 2 2 20 14 27 25 18 34 31 5 51 "45+" "41 - 49" "completed undergrad uni" 1.39794000867204 3.88863967475762 0.000114317796837963 1.71931995076102
"247" 537 "FEMALES" 27 "STEADY RELATIONSHIP" "NO" "POSTGRADUATE COMPLETED" "WORK" "YES" 60 1 5 4 1 5 1 4 4 1 1 4 1 1 4 2 1 4 1 4 4 1 5 2 2 4 4 1 4 1 5 4 1 1 5 6 6 6 6 2 2 2 4 4 2 4 4 3 2 4 4 1 4 1 4 1 4 1 1 1 1 0 1 1 0 0 1 0 1 1 3 5 4 5 5 4 3 5 5 1 5 4 5 1 1 5 5 1 5 5 1 4 4 4 4 2 2 2 2 4 4 4 4 4 5 3 2 5 5 5 21 25 42 13 29 21 40 6 81 "18 - 29" "25 - 32" "completed postgrad uni" 1.11394335230684 2.89661701078214 2.85404861994675e-06 1.71397140686745
"248" 529 "FEMALES" 41 "REMARRIED" "YES" "SOME ADDITIONAL TRAINING" "WORK" "NO" 1 2 4 4 4 3 4 2 4 2 3 4 3 3 3 2 2 4 1 4 3 2 3 2 2 2 2 2 2 1 3 3 3 2 2 2 3 5 3 3 3 3 3 2 3 3 3 4 3 4 4 1 4 1 4 1 4 2 1 1 1 1 1 1 0 0 1 1 0 2 2 4 4 4 3 2 3 3 3 3 3 4 3 3 3 2 2 2 2 2 3 3 2 2 2 3 4 3 3 4 4 4 3 4 4 4 4 3 3 3 15 20 29 19 15 32 39 7 59 "30 - 44" "41 - 49" "some additional training" 1.27875360095283 0.209979529334582 0.000787009551690008 1.70858470903083
"249" 461 "FEMALES" 21 "SINGLE" "NO" "SOME ADDITIONAL TRAINING" "MONEY/FINANCES" "YES" 50 1 4 2 4 2 5 1 4 2 2 4 3 2 4 4 1 3 1 4 3 3 4 2 3 3 3 2 4 2 3 4 3 4 3 3 4 4 2 4 4 5 4 3 3 4 3 4 3 4 4 1 4 1 3 1 3 2 2 1 1 1 1 0 1 0 1 0 0 1 3 3 4 4 5 3 5 3 4 4 3 2 3 2 4 4 5 2 2 1 4 3 3 2 3 2 3 2 3 4 4 4 3 3 5 3 3 2 4 2 10 23 35 25 16 33 36 6 64 "18 - 29" "18 - 24" "some additional training" 1.39794000867204 0.116546642244687 0.0028056436195871 1.69773959503586
"250" 464 "MALES" 36 "MARRIED FIRST TIME" "YES" "POSTGRADUATE COMPLETED" "MONEY/FINANCES" "NO" 0 4 1 5 1 4 4 1 3 1 1 4 1 2 4 2 1 3 1 3 5 1 5 3 3 4 4 1 4 1 4 4 4 3 6 6 6 6 5 2 2 3 4 4 2 4 4 3 2 4 4 1 4 1 4 1 4 2 1 1 1 1 0 0 0 0 0 0 0 2 1 5 4 4 4 2 3 4 4 1 4 4 4 1 1 4 4 5 5 2 4 4 4 4 3 2 2 2 2 4 4 4 3 4 4 5 4 5 5 5 25 26 40 20 29 22 39 3 76 "30 - 44" "33 - 40" "completed postgrad uni" 1.30102999566398 1.86427794073595 4.76597649755551e-05 1.69536123256541
"251" 357 "MALES" 36 "MARRIED FIRST TIME" "YES" "POSTGRADUATE COMPLETED" "TIME (lack of time, too much to do)" "NO" 0 2 2 4 2 5 3 2 4 1 1 4 2 2 3 1 1 3 1 4 4 3 4 3 3 3 4 1 1 1 3 3 2 1 5 6 5 5 5 2 2 3 5 4 3 4 4 2 2 4 4 1 3 3 3 1 3 2 1 1 1 1 0 1 1 1 0 1 1 1 2 4 4 4 4 1 4 5 5 1 5 4 4 2 2 4 5 4 4 3 3 4 4 3 3 1 2 2 2 4 2 4 3 4 5 4 5 5 4 4 22 25 32 17 26 21 34 8 79 "30 - 44" "33 - 40" "completed postgrad uni" 1.23044892137827 2.35080894460556 3.37055400515796e-05 1.68681298999101
"252" 44 "MALES" 40 "MARRIED FIRST TIME" "YES" "COMPLETED UNDERGRADUATE" "MONEY/FINANCES" "NO" 0 4 1 5 2 5 4 3 4 1 2 4 1 1 5 1 3 4 1 4 3 1 4 1 1 4 5 2 4 1 4 4 3 1 6 6 6 6 7 2 2 3 4 5 2 4 4 2 2 4 4 1 4 1 4 1 4 1 1 1 1 1 0 1 1 0 1 1 1 1 4 5 4 5 4 1 5 5 4 3 5 4 4 1 1 4 5 5 4 2 2 4 3 4 4 2 1 2 2 4 4 4 4 4 5 2 5 3 5 5 25 25 41 15 31 20 40 8 79 "30 - 44" "33 - 40" "completed undergrad uni" 1.17609125905568 2.35080894460556 0.000320130865217676 1.6755738415602
"253" 204 "MALES" 35 "MARRIED FIRST TIME" "NO" "COMPLETED UNDERGRADUATE" "WORK" "YES" 5 4 2 4 2 4 2 2 4 3 3 3 3 3 4 4 1 2 1 4 4 2 4 4 3 2 3 1 3 1 3 3 1 1 5 5 5 4 6 3 4 4 3 4 4 3 3 3 3 4 4 1 1 1 4 2 4 3 1 0 1 1 0 0 1 0 0 0 0 2 4 2 2 2 1 5 3 3 3 5 3 2 2 4 4 2 2 4 4 4 3 2 2 2 2 3 2 3 3 4 4 3 2 4 4 2 1 1 2 2 24 18 32 19 25 32 34 3 39 "30 - 44" "33 - 40" "completed undergrad uni" 1.27875360095283 3.25586129199531 0.000142642712930795 1.67227232117613
"254" 117 "MALES" 54 "MARRIED FIRST TIME" "YES" "POSTGRADUATE COMPLETED" "CHILDREN" "NO" 0 3 2 3 1 3 1 1 3 3 3 3 1 2 4 1 1 2 1 4 4 1 3 1 2 4 4 1 3 1 3 3 1 1 4 4 4 4 3 3 3 3 4 4 2 4 4 3 2 3 3 1 3 1 3 1 3 2 1 1 1 0 0 0 0 0 0 0 1 1 2 3 4 3 3 2 3 3 3 1 3 3 3 2 2 3 3 4 5 5 4 2 2 4 3 2 2 2 2 4 4 4 3 4 5 4 4 5 4 4 23 21 34 11 19 24 34 3 63 "45+" "50+" "completed postgrad uni" 1.04139268515823 0.159081211367148 0.000388333853703834 1.66108279698742
"255" 62 "MALES" 22 "SINGLE" "NO" "COMPLETED HIGHSCHOOL" "WORK" "NO" 0 3 3 5 3 5 3 1 3 1 1 4 1 3 4 2 1 3 1 4 5 2 4 1 2 3 4 1 3 1 4 4 2 1 5 3 3 2 2 4 3 3 5 3 3 4 4 5 1 4 4 2 3 4 1 4 2 4 4 0 1 1 0 1 0 0 1 0 0 5 5 4 2 4 2 5 2 4 5 4 1 4 3 5 1 3 3 3 3 3 4 4 4 4 2 1 3 2 2 3 1 1 1 1 1 1 1 2 1 5 22 25 38 14 15 27 21 4 48 "18 - 29" "18 - 24" "completed high school" 1.14612803567824 3.66105141694082 1.33364198889125e-06 1.65825338411215
"256" 358 "FEMALES" 28 "STEADY RELATIONSHIP" "NO" "COMPLETED UNDERGRADUATE" "WORK" "NO" 0 4 3 4 2 4 2 1 4 3 2 4 2 2 4 2 2 3 1 4 4 1 5 1 1 4 4 1 4 1 4 5 2 2 5 5 5 4 2 3 2 3 4 4 3 4 4 3 3 4 4 1 4 1 4 1 4 1 1 1 1 0 0 1 1 0 0 0 1 1 3 4 4 4 3 2 3 3 3 3 3 3 3 3 3 3 4 3 4 4 4 2 3 3 3 2 2 2 2 4 4 4 4 4 5 3 4 3 3 3 23 23 41 14 21 25 40 5 61 "18 - 29" "25 - 32" "completed undergrad uni" 1.14612803567824 0.120492935812538 3.81370322748871e-05 1.65565595973368
