"id" "rsex" "typeschl" "sclotbul" "stfbuljb" "gotostaf" "schlbul" "ubullsch" "oftenbul" "ubulloth" "oftenub"
"582" 582 "Male" "Secondary" "A little" "Yes" "Would not talk to them" "No" "Yes" "A little" "No" NA
"583" 583 "Female" "Grammar" "A little" "Yes" "It depends" "Yes" NA NA NA NA
"584" 584 "Male" "Secondary" "A little" "No" NA "Yes" "No" NA "Yes" "Not at all "
"585" 585 "Male" "Secondary" "A little" "Yes" "Would talk to them" "Yes" "Yes" "A little" "No" NA
"586" 586 "Male" "Secondary" "A little" "Yes" "It depends" "Don't know" "Yes" "Not at all" "Yes" "A little"
"587" 587 "Male" NA NA NA NA NA NA NA NA NA
"588" 588 "Male" "Secondary" "A little" "Yes" "Would not talk to them" "Yes" "No" NA "No" NA
"589" 589 "Female" "Planned Integrated" "A lot" "Don't know" NA "No" "Yes" "A lot" "No" NA
"590" 590 "Female" "Grammar" "A little" "Yes" "Would talk to them" "Yes" "No" NA "No" NA
"591" 591 "Female" "Secondary" "A little" "Yes" "Would talk to them" "Yes" "Yes" "Not at all" "No" NA
"592" 592 "Female" "Secondary" "A lot" "No" NA "No" "Yes" "A lot" "No" NA
"593" 593 "Male" "Grammar" "A little" "Yes" "It depends" "Yes" "Yes" "Not at all" "No" NA
"594" 594 "Female" "Grammar" "A little" "Yes" "It depends" "Yes" "No" NA "No" NA
"595" 595 "Male" "Secondary" "A little" "Yes" "Would talk to them" "Yes" "No" NA "No" NA
"596" 596 "Male" "Grammar" "A little" "No" NA "No" "No" NA "No" NA
"597" 597 "Female" "Grammar" "Not at all" "Yes" "It depends" "Yes" "No" NA "No" NA
"598" 598 "Male" "Secondary" "A lot" "Don't know" NA "Yes" "No" NA "No" NA
"599" 599 "Female" "Grammar" "A little" "Yes" "It depends" "Don't know" "Yes" "A little" "No" NA
"600" 600 "Female" "Grammar" "A little" "Don't know" NA "Yes" "No" NA "No" NA
"601" 601 "Male" "Grammar" "A little" "Yes" "Don't know" "Don't know" "Yes" "Not at all" "No" NA
"602" 602 "Male" "Grammar" "Not at all" "Yes" "It depends" "Don't know" "No" NA "No" NA
"603" 603 "Male" "Grammar" "A little" "Yes" "Would not talk to them" "Yes" "No" NA "No" NA
"604" 604 "Female" "Secondary" "A little" "Yes" "It depends" "Yes" "No" NA "No" NA
"605" 605 "Female" "Secondary" "A little" "No" NA "No" "No" NA "No" NA
"606" 606 "Female" "Grammar" "A little" "Yes" "Would talk to them" "Yes" "No" NA "No" NA
"607" 607 "Female" "Grammar" "Don't know" "No" NA "Don't know" "No" NA "No" NA
"608" 608 "Female" "Grammar" "Not at all" "Yes" "It depends" "Yes" "Yes" "Not at all" "No" NA
"609" 609 "Female" "Grammar" "A little" "Yes" "It depends" "Don't know" "Yes" "Not at all" "No" NA
"610" 610 "Female" "Secondary" "A little" "Yes" "It depends" "Yes" "No" NA "No" NA
"611" 611 "Female" "Secondary" "A little" "Yes" "Would not talk to them" "No" "No" NA "No" NA
"612" 612 "Female" "Other" "Don't know" "Don't know" NA "Don't know" "No" NA "No" NA
"613" 613 "Female" "Grammar" "A lot" "Yes" "It depends" "Don't know" "Yes" "A little" "No" NA
"614" 614 "Female" "Grammar" "A little" "Yes" "It depends" "Don't know" "No" NA "No" NA
"615" 615 "Male" "Secondary" "Don't know" "Don't know" NA "Don't know" "No" NA "No" NA
"616" 616 "Female" "Grammar" "A little" "Yes" "It depends" "Yes" "Yes" "Not at all" "No" NA
"617" 617 "Male" "Grammar" "A little" "Yes" "Would not talk to them" "Yes" "No" NA "No" NA
"618" 618 "Male" "Grammar" "A little" "Yes" "It depends" "No" "No" NA "No" NA
"619" 619 "Male" "Grammar" "A little" "Yes" "Don't know" "Don't know" "No" NA "Yes" "Not at all "
"620" 620 "Female" "Secondary" "A little" "Yes" "It depends" "Yes" "Yes" "A little" "No" NA
"621" 621 "Female" "Secondary" "A lot" "Yes" "It depends" "Don't know" "No" NA "No" NA
"622" 622 "Female" "Secondary" "A little" "No" NA "Don't know" "Yes" "Not at all" "No" NA
"623" 623 "Female" "Grammar" "Don't know" "Don't know" NA "Yes" "No" NA "No" NA
"624" 624 "Female" "Secondary" "A little" "Don't know" NA "Yes" "No" NA "No" NA
"625" 625 "Male" "Secondary" "A little" "Yes" "It depends" "Yes" "No" NA "No" NA
"626" 626 "Female" "Grammar" "A little" "No" NA "Yes" "Yes" "Not at all" "Yes" "Not at all "
"627" 627 "Male" "Grammar" "A little" "Yes" "It depends" "Yes" "No" NA "No" NA
"628" 628 "Female" "Grammar" "A little" "Yes" "Would not talk to them" "No" "Yes" "Not at all" "No" NA
"629" 629 "Female" "Secondary" "A little" "Yes" "It depends" "Don't know" "No" NA "No" NA
"630" 630 "Female" "Secondary" "Not at all" "No" NA "Yes" "No" NA "No" NA
"631" 631 "Male" "Secondary" "A little" "Yes" "Would not talk to them" "Yes" "No" NA "No" NA
"632" 632 "Male" "Secondary" "Not at all" "Yes" "It depends" "Yes" "No" NA "No" NA
"633" 633 "Male" "Secondary" "A little" "Yes" "It depends" "Don't know" "No" NA "Yes" "A little"
"634" 634 "Male" "Secondary" "A lot" "Don't know" NA "Don't know" "No" NA "No" NA
"635" 635 "Female" "Secondary" "A little" "Yes" "Would not talk to them" "Don't know" "No" NA "No" NA
"636" 636 "Male" "Grammar" "Not at all" "Don't know" NA "Don't know" "No" NA "No" NA
"637" 637 "Female" "Secondary" "A little" "Yes" "It depends" "No" "No" NA "No" NA
"638" 638 "Male" "Grammar" "A little" "Yes" "It depends" "Yes" "Yes" "Not at all" "Yes" "A little"
"639" 639 "Female" "Planned Integrated" "A little" "Yes" "Would talk to them" "Yes" "No" NA "No" NA
"640" 640 "Female" "Secondary" "Don't know" "Yes" "It depends" "Don't know" "No" NA "No" NA
"641" 641 "Male" "Secondary" "A little" "Don't know" NA "Don't know" "No" NA "No" NA
"642" 642 "Male" "Secondary" "A little" "Yes" "Would not talk to them" "No" "No" NA "Yes" "Not at all "
"643" 643 "Female" "Grammar" "A little" "Yes" "It depends" "Yes" "No" NA "No" NA
"644" 644 "Male" "Grammar" "A little" "Yes" "It depends" "Yes" "No" NA "No" NA
"645" 645 "Male" "Grammar" "Not at all" "Yes" "It depends" "Yes" "No" NA "No" NA
"646" 646 "Male" "Secondary" "A little" "Don't know" NA "Yes" "No" NA "No" NA
"647" 647 "Female" "Grammar" "Don't know" "No" NA "No" "No" NA "No" NA
"648" 648 "Male" "Grammar" "Not at all" "Don't know" NA "Yes" "No" NA "No" NA
"649" 649 "Male" "Planned Integrated" "A little" "Yes" "It depends" "Yes" "No" NA "No" NA
"650" 650 "Female" "Grammar" "Don't know" "Yes" "It depends" "Yes" "No" NA "No" NA
"651" 651 "Male" "Secondary" "Not at all" "Yes" "Would talk to them" "Yes" "No" NA "No" NA
"652" 652 "Female" "Grammar" "Don't know" "No" NA "Yes" "No" NA "No" NA
"653" 653 "Female" "Grammar" "Not at all" "Yes" "It depends" "Yes" "No" NA "No" NA
"654" 654 "Female" "Secondary" "A little" "Yes" "It depends" "Yes" "No" NA "No" NA
"655" 655 "Female" "Secondary" "Don't know" "No" NA "No" "Yes" "Not at all" "No" NA
"656" 656 "Female" NA NA NA NA NA NA NA NA NA
"657" 657 "Female" "Secondary" "A lot" "Yes" "It depends" "Yes" "No" NA "No" NA
"658" 658 "Female" "Secondary" "Don't know" "Don't know" NA "Yes" "No" NA "No" NA
"659" 659 "Female" "Secondary" "Don't know" "Yes" "It depends" "Yes" "No" NA "No" NA
"660" 660 "Female" "Secondary" "A little" "Don't know" NA "Don't know" "Yes" "Not at all" "No" NA
"661" 661 "Female" "Grammar" "A lot" "Yes" "It depends" "No" "No" NA "No" NA
"662" 662 "Male" "Grammar" "A little" "No" NA "Don't know" "Yes" "Not at all" "Yes" "Not at all "
"663" 663 "Male" "Secondary" "A lot" "Don't know" NA "No" "No" NA "No" NA
"664" 664 "Male" "Grammar" "A little" "Yes" "Would not talk to them" "Yes" "No" NA "No" NA
"665" 665 "Male" "Grammar" "A little" "No" NA "No" "No" NA "No" NA
"666" 666 "Male" "Secondary" "A little" "Yes" "It depends" "Yes" "Yes" "Not at all" "No" NA
"667" 667 "Female" "Secondary" "A lot" "Yes" "It depends" "No" "Yes" "A lot" "No" NA
"668" 668 "Male" "Grammar" "A little" "Yes" "Would not talk to them" "No" "Yes" "Not at all" "No" NA
"669" 669 "Male" "Planned Integrated" "A little" "No" NA "No" "No" NA "No" NA
"670" 670 "Female" "Secondary" "A lot" "Yes" "Would not talk to them" "Yes" "Yes" "Not at all" "Yes" "Not at all "
"671" 671 "Female" "Secondary" "A lot" "Yes" "Would not talk to them" "Yes" "Yes" "Not at all" "No" NA
"672" 672 "Male" "Grammar" "A little" "Yes" "Would not talk to them" "No" "Yes" "Not at all" "Yes" "Not at all "
"673" 673 "Female" "Grammar" "A little" "Yes" "It depends" "Yes" "Yes" "Not at all" "No" NA
"674" 674 "Female" "Grammar" "A little" "Yes" "It depends" "Yes" "Yes" "Not at all" "No" NA
"675" 675 "Female" "Secondary" "A little" "Yes" "It depends" "Yes" "Yes" "Not at all" "No" NA
"676" 676 "Male" NA NA NA NA NA NA NA NA NA
"677" 677 "Male" "Secondary" "Don't know" "Yes" "It depends" "Yes" "No" NA "No" NA
"678" 678 "Female" "Secondary" "A little" "Yes" "It depends" "Yes" "No" NA "No" NA
"679" 679 "Male" "Grammar" "A lot" "Yes" "Would talk to them" "No" "Yes" "Not at all" "No" NA
"680" 680 "Male" "Grammar" "A little" NA NA NA "No" NA "No" NA
"681" 681 "Male" "Grammar" "A little" "Yes" "Would not talk to them" "Don't know" "No" NA "No" NA
"682" 682 "Male" "Secondary" "A little" "Yes" "Don't know" "Yes" "No" NA "No" NA
"683" 683 "Male" "Planned Integrated" "Don't know" "Don't know" NA "Yes" "No" NA "Yes" "Not at all "
"684" 684 "Female" "Secondary" "A little" "Yes" "It depends" "Yes" "No" NA "No" NA
"685" 685 "Female" "Grammar" "A little" "Yes" "Would not talk to them" "Yes" "No" NA "No" NA
"686" 686 "Female" "Planned Integrated" "Don't know" "Don't know" NA "No" "No" NA "No" NA
"687" 687 "Female" "Secondary" "A little" "Yes" "Would talk to them" "Yes" "No" NA "No" NA
"688" 688 "Female" "Secondary" "A lot" "Yes" "Would not talk to them" "Yes" "Yes" "A little" "No" NA
"689" 689 "Female" "Secondary" "A little" "Yes" "It depends" "Yes" "Yes" "Not at all" "No" NA
"690" 690 "Male" "Secondary" "A lot" "Yes" "It depends" "Yes" "Yes" "A little" "No" NA
"691" 691 "Female" "Secondary" "Don't know" "Yes" "It depends" "Yes" "No" NA "No" NA
"692" 692 "Male" "Planned Integrated" "A little" "Yes" "It depends" "Yes" "Yes" "Not at all" "No" NA
"693" 693 "Female" "Grammar" "A little" "Yes" "It depends" "Yes" "No" NA "No" NA
"694" 694 "Male" "Grammar" "A little" "No" NA "No" "No" NA "No" NA
"695" 695 "Female" "Grammar" "Don't know" "Yes" "It depends" "Yes" "No" NA "No" NA
"696" 696 "Female" "Grammar" "A little" "No" NA "No" "No" NA "No" NA
"697" 697 "Male" "Grammar" "A lot" "Yes" "Would not talk to them" "No" "Yes" "A little" "No" NA
"698" 698 "Male" "Other" "A little" "Yes" "Would not talk to them" "Don't know" "No" NA "No" NA
"699" 699 "Male" "Grammar" "A little" "Yes" "It depends" "No" "Yes" "Not at all" "No" NA
"700" 700 "Female" "Secondary" "A little" "No" NA "Yes" "No" NA "No" NA
"701" 701 "Male" "Grammar" "A lot" "Yes" "Would not talk to them" "No" "No" NA "No" NA
"702" 702 "Female" "Secondary" "A little" "Yes" "Would talk to them" "Don't know" "Yes" "Not at all" "No" NA
"703" 703 "Male" "Grammar" "A little" "Yes" "It depends" "Don't know" "No" NA "No" NA
"704" 704 "Female" "Grammar" "Don't know" "Yes" "It depends" "Don't know" "No" NA "No" NA
"705" 705 "Female" "Grammar" "A lot" "Yes" "It depends" "Yes" "Yes" "Not at all" "No" NA
"706" 706 "Male" "Secondary" "A lot" NA NA NA "Yes" NA "No" NA
"707" 707 "Male" "Secondary" "Not at all" "No" NA "Don't know" "No" NA "No" NA
"708" 708 "Female" "Grammar" "Don't know" "Yes" "It depends" "Yes" "Yes" "Not at all" "No" NA
"709" 709 "Male" "Secondary" "A little" "Yes" "Would not talk to them" "Don't know" "No" NA "Yes" "Not at all "
"710" 710 "Female" "Secondary" "A little" "Yes" "It depends" "Yes" "No" NA "No" NA
"711" 711 "Female" "Secondary" "A lot" "No" NA "No" "Yes" "Not at all" "Yes" "A little"
"712" 712 "Male" "Grammar" "A little" "Don't know" NA "Don't know" "No" NA "No" NA
"713" 713 "Female" "Secondary" "A little" NA NA NA "No" NA "No" NA
"714" 714 "Female" NA NA NA NA NA NA NA NA NA
"715" 715 "Female" "Grammar" "Don't know" "Don't know" NA "Don't know" "Yes" "Not at all" "No" NA
"716" 716 "Male" "Grammar" "Don't know" "Don't know" NA "Don't know" "No" NA "No" NA
"717" 717 "Male" "Secondary" "Don't know" "Don't know" NA "Yes" "No" NA "No" NA
"718" 718 "Male" "Secondary" "A little" "Yes" "It depends" NA "No" NA "No" NA
"719" 719 "Female" "Grammar" "A little" "Yes" "Would not talk to them" "No" "Yes" "A little" "No" NA
"720" 720 "Male" "Secondary" "Not at all" "Don't know" NA "Yes" "No" NA "No" NA
"721" 721 "Female" "Grammar" "Don't know" "Yes" "Would talk to them" "Don't know" "No" NA "No" NA
"722" 722 "Female" "Secondary" "A little" "Yes" "It depends" "Yes" "No" NA "No" NA
"723" 723 "Female" "Planned Integrated" "A lot" "Don't know" NA "No" "No" NA "No" NA
"724" 724 "Female" "Secondary" "A little" "Don't know" NA "Yes" "No" NA "No" NA
"725" 725 "Female" "Grammar" "A little" "Don't know" NA "Don't know" "Yes" "Not at all" "No" NA
"726" 726 "Female" "Grammar" "A lot" "Don't know" NA "Don't know" "No" NA "No" NA
"727" 727 "Male" "Grammar" "A little" "No" NA "Yes" "Yes" "Not at all" "No" NA
"728" 728 "Female" "Grammar" "A little" "Yes" "Would not talk to them" "No" "Yes" "Not at all" "No" NA
"729" 729 "Female" "Secondary" "A little" "Yes" "Would talk to them" NA "Yes" NA "No" NA
"730" 730 "Male" "Grammar" "A little" "Don't know" NA "No" "No" NA "No" NA
"731" 731 "Male" "Secondary" "A little" "Yes" "Would not talk to them" "Yes" "No" NA "No" NA
"732" 732 "Female" "Grammar" "A little" "Yes" "It depends" "Don't know" "No" NA "No" NA
"733" 733 "Male" "Secondary" "A little" "Yes" "It depends" "No" "No" NA "No" NA
"734" 734 "Male" "Grammar" "A little" "Yes" "It depends" "Yes" "Yes" "Not at all" "No" NA
"735" 735 "Female" "Secondary" "A little" "Yes" "It depends" "Don't know" "No" NA "No" NA
"736" 736 "Female" "Secondary" "A lot" "Yes" "It depends" "Don't know" "No" NA "No" NA
"737" 737 "Female" "Secondary" "A little" "Yes" "Would talk to them" "Don't know" "Yes" "Not at all" "No" NA
"738" 738 "Male" "Secondary" "A little" "Yes" "Would not talk to them" "Yes" "No" NA "No" NA
"739" 739 "Male" "Grammar" "A little" "Yes" "It depends" "Yes" "No" NA "No" NA
"740" 740 "Female" "Secondary" "A little" "Yes" "It depends" "Yes" "No" NA "No" NA
"741" 741 "Male" "Secondary" "Don't know" "Don't know" NA "Don't know" "No" NA "No" NA
"742" 742 "Male" "Grammar" "A little" "Yes" "Would not talk to them" "No" "No" NA "No" NA
"743" 743 "Male" "Secondary" "Not at all" "Yes" "It depends" "Yes" "No" NA "No" NA
"744" 744 "Male" "Other" "A lot" "Yes" "Would not talk to them" "Don't know" "Yes" "Not at all" "Yes" "A little"
"745" 745 "Male" "Grammar" "Don't know" "Don't know" NA "Yes" "No" NA "No" NA
"746" 746 "Male" "Grammar" "A little" "Yes" "Would not talk to them" "Yes" "Yes" "Not at all" "No" NA
"747" 747 "Male" "Grammar" "A little" "Don't know" NA "Don't know" "No" NA "No" NA
"748" 748 "Female" "Secondary" "A little" "Yes" "Would not talk to them" "Don't know" "Yes" "A little" "No" NA
"749" 749 "Female" "Grammar" "A lot" "No" NA "No" "Yes" "Not at all" "No" NA
"750" 750 "Female" "Planned Integrated" "A little" "No" NA "Yes" "Yes" "A little" "No" NA
"751" 751 "Female" "Grammar" "A little" "Yes" "Would not talk to them" "Don't know" "No" NA "No" NA
"752" 752 "Female" "Grammar" "A little" "Yes" "It depends" "Yes" "No" NA "No" NA
"753" 753 "Female" "Grammar" "Don't know" "Yes" "It depends" "Yes" "Yes" "Not at all" "No" NA
"754" 754 "Male" "Secondary" "A little" "Yes" "It depends" "Don't know" "Yes" "A little" "No" NA
"755" 755 "Male" "Grammar" "Not at all" "No" NA "Yes" "No" NA "No" NA
"756" 756 "Female" "Grammar" "A little" "Don't know" NA "Don't know" "No" NA "No" NA
"757" 757 "Female" NA NA NA NA NA NA NA NA NA
"758" 758 "Female" "Secondary" "Not at all" "No" NA "No" "No" NA "No" NA
"759" 759 "Female" "Grammar" "Not at all" "Yes" "It depends" "Yes" "No" NA "No" NA
"760" 760 "Male" "Grammar" "A little" "Yes" "It depends" "Yes" "No" NA "No" NA
"761" 761 "Female" "Grammar" "Don't know" "Yes" "It depends" "Yes" "No" NA "No" NA
"762" 762 "Male" "Secondary" "Not at all" "Don't know" NA "Yes" "No" NA "No" NA
"763" 763 "Male" NA NA NA NA NA NA NA NA NA
"764" 764 "Female" "Secondary" "A little" "Yes" "It depends" "Yes" "No" NA "No" NA
"765" 765 "Male" "Grammar" "A little" "Don't know" NA "No" "Yes" "A little" "Yes" "A little"
"766" 766 "Female" "Grammar" "A little" "Don't know" NA "Don't know" "No" NA "No" NA
"767" 767 "Male" "Secondary" "A little" "Yes" "It depends" "Don't know" NA NA "No" NA
"768" 768 "Male" "Grammar" "A little" "Yes" "Would talk to them" "Yes" "No" NA "No" NA
"769" 769 "Female" "Secondary" "A little" "Yes" "It depends" "Yes" "No" NA "No" NA
"770" 770 "Male" "Secondary" "A little" "Yes" "Would not talk to them" "No" "No" NA "No" NA
"771" 771 "Male" "Grammar" "A little" "Yes" "It depends" "Yes" "Yes" "Not at all" "No" NA
"772" 772 "Male" "Secondary" "A lot" "Yes" "Would not talk to them" "No" "No" NA "No" NA
"773" 773 "Female" "Secondary" "A little" "No" NA "No" "Yes" "A little" "No" NA
"774" 774 "Male" "Secondary" "A little" "Yes" "It depends" "Yes" "No" NA "No" NA
"775" 775 "Male" "Secondary" "A little" "No" NA "No" "No" NA "Yes" "A little"
"776" 776 "Male" "Secondary" "A lot" "Yes" "It depends" "Don't know" "No" NA "No" NA
"777" 777 "Female" NA NA NA NA NA NA NA NA NA
"778" 778 "Male" "Grammar" "Don't know" "Yes" "It depends" "No" "No" NA "No" NA
"779" 779 "Male" "Grammar" "A little" "No" NA "No" "No" NA "No" NA
"780" 780 "Male" "Grammar" "A little" "No" NA "Yes" "Yes" "Not at all" "Yes" "Not at all "
"781" 781 "Male" "Secondary" "A lot" "Yes" "It depends" "Yes" "Yes" "Not at all" "Yes" "A little"
"782" 782 "Male" "Secondary" "A little" "Yes" "It depends" "Don't know" "Yes" "Not at all" "Yes" "A little"
"783" 783 "Female" "Grammar" "A little" "Yes" "It depends" "Yes" "Yes" "Not at all" "No" NA
"784" 784 "Male" "Grammar" "A little" "No" NA "No" "Yes" "Not at all" "No" NA
"785" 785 "Female" "Planned Integrated" "A little" "Yes" "It depends" "Yes" "No" NA "Yes" "A little"
"786" 786 "Female" "Grammar" "A lot" "Yes" "It depends" "No" "Yes" "Not at all" "No" NA
"787" 787 "Female" "Grammar" "Don't know" "Yes" "It depends" "Don't know" "No" NA "No" NA
"788" 788 "Female" "Secondary" "A little" "Yes" "Would talk to them" "Yes" "No" NA "No" NA
"789" 789 "Male" "Secondary" "A little" "Yes" "Would not talk to them" "Yes" "Yes" "Not at all" "No" NA
"790" 790 "Male" "Secondary" "Not at all" "Yes" "It depends" "Don't know" "No" NA "No" NA
"791" 791 "Female" "Secondary" "A little" "Yes" "Would talk to them" "Yes" "No" NA "Yes" NA
"792" 792 "Female" "Secondary" "A lot" "Yes" "It depends" "Yes" "No" NA "No" NA
"793" 793 "Female" "Secondary" "A little" "Yes" "It depends" "Yes" "Yes" "Not at all" "No" NA
"794" 794 "Female" "Secondary" "A little" "Yes" "It depends" "Yes" "No" NA "No" NA
"795" 795 "Female" "Grammar" "Not at all" "Yes" "Would talk to them" "Yes" "No" NA "No" NA
"796" 796 "Female" "Secondary" "A little" "Yes" "It depends" "Yes" "No" NA "No" NA
"797" 797 "Male" "Planned Integrated" "A little" "Yes" "Would talk to them" "Yes" "No" NA "Yes" "A little"
"798" 798 "Male" "Grammar" "A little" "Yes" "Would not talk to them" "Yes" "No" NA "No" NA
"799" 799 "Male" "Secondary" "A little" "Yes" "It depends" "Yes" "No" NA "No" NA
"800" 800 "Female" "Grammar" "A little" "Yes" "It depends" "Yes" "No" NA "No" NA
"801" 801 "Male" "Grammar" "A little" "Don't know" NA "Don't know" "No" NA "No" NA
"802" 802 "Male" "Planned Integrated" "A little" "Yes" "Would not talk to them" "Don't know" "Yes" "Not at all" "No" NA
"803" 803 "Male" "Secondary" "Don't know" "Don't know" NA "Don't know" "No" NA "No" NA
"804" 804 "Male" "Secondary" "A little" "Yes" "It depends" "Yes" "No" NA "No" NA
"805" 805 "Female" "Secondary" "A little" "Don't know" NA "Yes" "No" NA "No" NA
"806" 806 "Female" "Grammar" "A little" "Yes" "It depends" "Yes" "No" NA "No" NA
"807" 807 "Female" "Secondary" "A little" "Yes" "It depends" "Yes" "Yes" "Not at all" "No" NA
"808" 808 "Female" "Grammar" "A little" "Don't know" NA "Don't know" "Yes" "Not at all" "No" NA
"809" 809 "Female" "Grammar" "A little" "Yes" "It depends" "Yes" "Yes" "Not at all" "No" NA
"810" 810 "Male" "Grammar" "A little" "No" NA "Yes" "No" NA "Yes" "Not at all "
"811" 811 "Female" "Grammar" "A little" "Yes" "Would talk to them" "Yes" "Yes" "Not at all" "Yes" "Not at all "
"812" 812 "Male" "Grammar" "Not at all" "Yes" "Don't know" "Yes" "No" NA "No" NA
"813" 813 "Male" "Grammar" "A little" "Yes" "It depends" "Don't know" "No" NA "No" NA
"814" 814 "Female" "Secondary" "A little" "Yes" "Would not talk to them" "No" "No" NA "No" NA
"815" 815 "Male" "Grammar" "A little" "No" NA "Yes" "No" NA "No" NA
"816" 816 "Female" "Secondary" "Don't know" "Don't know" NA "Yes" "No" NA "No" NA
"817" 817 "Male" "Grammar" "A little" "Don't know" NA "No" "No" NA "No" NA
"818" 818 "Female" "Grammar" "A little" "Yes" "It depends" "Yes" "No" NA "No" NA
"819" 819 "Male" "Secondary" "Not at all" "Yes" "Would not talk to them" "No" "No" NA "No" NA
